"","lhs","op","rhs","label","est","se","ci.lower","ci.upper","std.lv","std.all","std.nox"
"1","needfreedom","=~","security_freedom_4","",1,0,1,1,1.43537559014609,0.8107371470438,0.8107371470438
"2","needfreedom","=~","security_freedom_5","",1.17575345058502,0.0736459379575784,1.04645168346277,1.33669968743135,1.68764780299977,0.904861047630765,0.904861047630765
"3","needfreedom","=~","security_freedom_6","",1.14460241868134,0.081413317006086,1.00993597368774,1.33041918689838,1.64293437219737,0.882505356992148,0.882505356992148
"4","Mainstream","=~","Nar_5correct","",1,0,1,1,1.43026260620642,0.808083456927927,0.808083456927927
"5","Mainstream","=~","nar_6correct","",0.924906563830032,0.0680028494242413,0.798625824010673,1.0781726160783,1.32285927248097,0.794846961137819,0.794846961137819
"6","Mainstream","=~","nar_7correct","",0.83719403191665,0.0708315947210607,0.694854740787139,0.990248189684667,1.19740731798957,0.671233516522862,0.671233516522862
"7","Mainstream","=~","nar_8correct","",0.895349228785017,0.0750448531997519,0.752613566265834,1.05380355740984,1.28058452142697,0.730138361343423,0.730138361343423
"8","Micronarratives","=~","nar_1","",1,0,1,1,1.07234764797703,0.634844945322552,0.634844945322552
"9","Micronarratives","=~","nar_2","",1.30280829077212,0.14311580986739,1.01402906789341,1.60295574485793,1.39706340637446,0.717256462228546,0.717256462228546
"10","Micronarratives","=~","nar_3","",1.36877469730717,0.153970546252306,1.10663381792087,1.7360042301243,1.46780232726782,0.767353071001879,0.767353071001879
"11","Micronarratives","=~","nar_4","",0.967447366592058,0.144717422362348,0.715291959792007,1.30916591405396,1.03743990810657,0.583469179237548,0.583469179237548
"12","traitneedfreedom","=~","security_4","",1,0,1,1,1.23840136250016,0.849591432943191,0.849591432943191
"13","traitneedfreedom","=~","security_5","",1.11992437568058,0.0459738829082703,1.02895919405411,1.21671933582662,1.38691587273997,0.94409381334449,0.94409381334449
"14","traitneedfreedom","=~","security_6","",1.11662570314199,0.048087620605473,1.02784645035994,1.21987624156649,1.38283079217374,0.92167202069979,0.92167202069979
"15","Micronarratives","~","needfreedom","b1",0.0943844545885747,0.0589674043086062,-0.0201754826012238,0.217688073047539,0.126336960277077,0.126336960277077,0.126336960277077
"16","Micronarratives","~","traitneedfreedom","",0.136122328165877,0.0623154276691174,0.0223518143783225,0.273624467675271,0.157200957157251,0.157200957157251,0.157200957157251
"17","Mainstream","~","needfreedom","b2",-0.203527545791509,0.069401221918311,-0.352559723507462,-0.0689310170769999,-0.204255127613473,-0.204255127613473,-0.204255127613473
"18","Mainstream","~","traitneedfreedom","",0.295834599147623,0.0717778621448323,0.167718009631213,0.450284071381777,0.256150142686615,0.256150142686615,0.256150142686615
"19","needfreedom","~","gr_1","a1",0.619253030166917,0.154962449581837,0.3300330734386,0.919682899581044,0.431422294219098,0.215711147109549,0.431422294219098
"20","Micronarratives","~","gr_1","",-0.0242696037784233,0.133340720520826,-0.309320862869945,0.225189326010367,-0.0226322161700149,-0.0113161080850075,-0.0226322161700149
"21","Mainstream","~","gr_1","",-0.0339682011316502,0.175517052808305,-0.394961372855056,0.308013129510584,-0.0237496254074252,-0.0118748127037126,-0.0237496254074252
"22","needfreedom","~~","traitneedfreedom","",0.056289629114702,0.108555222538782,-0.157679862448537,0.265669520452907,0.0324300926171806,0.0324300926171806,0.0324300926171806
"23","Mainstream","~~","Micronarratives","",0.77029366549784,0.164344055036397,0.450613163288693,1.10174737448988,0.542293603581152,0.542293603581152,0.542293603581152
"24","security_freedom_4","~~","security_freedom_4","",1.07421635845777,0.195443083159826,0.717576168899036,1.45165918705955,1.07421635845777,0.342705278403279,0.342705278403279
"25","security_freedom_5","~~","security_freedom_5","",0.630407710444853,0.2065601811858,0.238372895272227,1.07215159637318,0.630407710444853,0.181226484480553,0.181226484480553
"26","security_freedom_6","~~","security_freedom_6","",0.766584471281253,0.157274708539308,0.464698845311405,1.07356687599669,0.766584471281253,0.221184294880162,0.221184294880162
"27","Nar_5correct","~~","Nar_5correct","",1.0870512542223,0.170257317883649,0.785082762603909,1.4564902831585,1.0870512542223,0.347001126639412,0.347001126639412
"28","nar_6correct","~~","nar_6correct","",1.01991888603902,0.162058754802666,0.722126299381106,1.37879849596681,1.01991888603902,0.368218308369974,0.368218308369974
"29","nar_7correct","~~","nar_7correct","",1.74848222453171,0.214945938675809,1.32106785697349,2.17327708983108,1.74848222453171,0.549445566296353,0.549445566296353
"30","nar_8correct","~~","nar_8correct","",1.43624374885079,0.172661861703032,1.0944947107255,1.77673135314907,1.43624374885079,0.466897973294741,0.466897973294741
"31","nar_1","~~","nar_1","",1.70329456504657,0.204529501149307,1.32311104958747,2.14280526924738,1.70329456504657,0.596971895398406,0.596971895398406
"32","nar_2","~~","nar_2","",1.84209125979803,0.280629127171636,1.32686137929533,2.40917000564134,1.84209125979803,0.48554316739139,0.48554316739139
"33","nar_3","~~","nar_3","",1.50440689711105,0.202116699801891,1.09032212425903,1.91095109159104,1.50440689711105,0.411169264423986,0.411169264423986
"34","nar_4","~~","nar_4","",2.08519568346449,0.213206286935434,1.65848788728876,2.51663702335822,2.08519568346449,0.659563716879862,0.659563716879862
"35","security_4","~~","security_4","",0.591086407224624,0.0807278240922191,0.436713434005056,0.748595065643963,0.591086407224624,0.278194397069536,0.278194397069536
"36","security_5","~~","security_5","",0.234556256673776,0.0526843365615528,0.132368708808845,0.339619313611897,0.234556256673776,0.108686871604659,0.108686871604659
"37","security_6","~~","security_6","",0.338829695450906,0.055910974452258,0.236767732256074,0.454444682065167,0.338829695450906,0.150520686259165,0.150520686259165
"38","needfreedom","~~","needfreedom","",1.9644345059445,0.272184677434751,1.45408919017102,2.53207508483169,0.953468701012682,0.953468701012682,0.953468701012682
"39","Mainstream","~~","Mainstream","",1.83043454350703,0.211901405277778,1.39744799247897,2.21896223580248,0.894793116570142,0.894793116570142,0.894793116570142
"40","Micronarratives","~~","Micronarratives","",1.10227380315368,0.206599516943345,0.711254302307638,1.52474256281425,0.958557741257289,0.958557741257289,0.958557741257289
"41","traitneedfreedom","~~","traitneedfreedom","",1.53363793464226,0.158831187755366,1.24465734591299,1.90188515190462,1,1,1
"42","gr_1","~~","gr_1","",0.25,0,0.25,0.25,0.25,1,0.25
"43","security_freedom_4","~1","","",4.84126122876411,0.123855482476085,4.60573000242893,5.08725815466596,4.84126122876411,2.73446918259388,2.73446918259388
"44","security_freedom_5","~1","","",4.76317470775668,0.134671091997481,4.48919220097587,5.01799811376888,4.76317470775668,2.55385705977758,2.55385705977758
"45","security_freedom_6","~1","","",4.86157721002862,0.132834527116456,4.58827744319256,5.12936566874668,4.86157721002862,2.61140554600667,2.61140554600667
"46","Nar_5correct","~1","","",4.22201362971458,0.128238214442177,3.94316699461172,4.44805936677086,4.22201362971458,2.38539367126835,2.38539367126835
"47","nar_6correct","~1","","",4.65091723553661,0.117361339286089,4.40442432914242,4.86598708185206,4.65091723553661,2.79452811653702,2.79452811653702
"48","nar_7correct","~1","","",4.65573445001337,0.11944173394724,4.40402813875381,4.89067752110211,4.65573445001337,2.60987632189026,2.60987632189026
"49","nar_8correct","~1","","",4.61009101140936,0.119126661809363,4.35758929778992,4.83668100010328,4.61009101140936,2.62849053724599,2.62849053724599
"50","nar_1","~1","","",4.50362110204463,0.108424250971942,4.29623591424078,4.70946850328608,4.50362110204463,2.66620726746094,2.66620726746094
"51","nar_2","~1","","",4.10791374453979,0.13286159285724,3.83457324736147,4.37683821319821,4.10791374453979,2.10901499968061,2.10901499968061
"52","nar_3","~1","","",3.79317699861837,0.139117935829979,3.52547274787308,4.0520823151031,3.79317699861837,1.98303679226447,1.98303679226447
"53","nar_4","~1","","",4.31186962187908,0.114201331915027,4.09569868926672,4.53872139425961,4.31186962187908,2.42504940247456,2.42504940247456
"54","security_4","~1","","",4.90828407134488,0.0776863156029917,4.7560158682281,5.0562131744267,4.90828407134488,3.36727350577797,3.36727350577797
"55","security_5","~1","","",4.93195274564557,0.0813762957997694,4.77080860850854,5.09763307026592,4.93195274564557,3.35725199083098,3.35725199083098
"56","security_6","~1","","",5.02071015681119,0.0833452638364962,4.84930984470387,5.18639049955459,5.02071015681119,3.34635886166667,3.34635886166667
"57","gr_1","~1","","",0.5,0,0.5,0.5,0.5,1,0.5
"58","needfreedom","~1","","",0,0,0,0,0,0,0
"59","Mainstream","~1","","",0,0,0,0,0,0,0
"60","Micronarratives","~1","","",0,0,0,0,0,0,0
"61","traitneedfreedom","~1","","",0,0,0,0,0,0,0
"62","ind1",":=","a1*b1","ind1",0.0584478595046267,0.0397397386281963,-0.0133929874099347,0.152049904397497,0.0545045812474039,0.0272522906237019,0.0545045812474039
"63","ind2",":=","a1*b2","ind2",-0.126035049453828,0.0545598459287631,-0.24248952780955,-0.0339492141064981,-0.0881202157610192,-0.0440601078805096,-0.0881202157610192
