"","lhs","op","rhs","label","est","se","ci.lower","ci.upper","std.lv","std.all","std.nox"
"16","ssectsec","=~","security_freedom_1.security_2","",0.608825582206514,0.166002218444453,0.373773078148666,1.02147248880944,1.64232956073048,0.585111098888024,0.585111098888024
"17","ssectsec","=~","security_freedom_1.security_3","",0.729594784536268,0.248107310741412,0.488195972858932,1.48044844303544,1.96810895766902,0.675504683229418,0.675504683229418
"18","ssectsec","=~","security_freedom_2.security_1","",0.925762722390113,0.0626827457259573,0.782827015298307,1.02742267187419,2.49727923667945,0.824293793553343,0.824293793553343
"19","ssectsec","=~","security_freedom_2.security_2","",0.540650513675729,0.173051292312437,0.291270263799767,0.963293447490739,1.45842478795936,0.52815381784936,0.52815381784936
"20","ssectsec","=~","security_freedom_2.security_3","",0.655677905965181,0.237225770882397,0.393173959886949,1.3622751758757,1.76871543962029,0.599033194870553,0.599033194870553
"21","ssectsec","=~","security_freedom_3.security_1","",0.975212004982709,0.046888953368383,0.882321061606517,1.06344169460486,2.63067050822294,0.868153329168155,0.868153329168155
"22","ssectsec","=~","security_freedom_3.security_2","",0.576619702996647,0.182525982302909,0.341442692218053,1.07644365652979,1.55545300855935,0.546457479242121,0.546457479242121
"23","ssectsec","=~","security_freedom_3.security_3","",0.715508822048397,0.273603899360253,0.461428294803391,1.55452624034056,1.93011155207162,0.623163599817186,0.623163599817186
"24","Micronarratives","~","needsecurity","b1",0.0941559564465285,0.0484612918108994,-0.00295442758348955,0.188373161399593,0.146867722861823,0.146867722861823,0.146867722861823
"25","Mainstream","~","needsecurity","b2",-0.0908288486051976,0.0584895470282892,-0.207674766635025,0.0251894711652497,-0.106622995444311,-0.106622995444311,-0.106622995444311
"26","needsecurity","~","gr_1","a1",0.810553110374092,0.183704733478045,0.435775384329216,1.15588083785789,0.482868193991248,0.241434096995624,0.482868193991248
"27","needsecurity","~","traitneedsecurity","",0.194006633795304,0.112369662121792,-0.0128460388712832,0.42268106476616,0.134489090610917,0.134489090610917,0.134489090610917
"28","needsecurity","~","ssectsec","",0.022216553514348,0.0633210662173437,-0.0854156613955685,0.167519124724316,0.0357018916365285,0.0357018916365285,0.0357018916365285
"29","Micronarratives","~","gr_1","",-0.0480799042803004,0.135523416369867,-0.320969767097572,0.206367818109481,-0.0446775427999306,-0.0223387713999653,-0.0446775427999306
"30","Mainstream","~","gr_1","",-0.0989473731793519,0.172162280234922,-0.441321693548716,0.23329043411967,-0.0691955973470619,-0.034597798673531,-0.0691955973470619
"31","Mainstream","~~","Micronarratives","",0.820782924770293,0.1753626426299,0.48054431045355,1.16891980557886,0.542825884476133,0.542825884476133,0.542825884476133
"32","security_freedom_1","~~","security_freedom_1","",0.469282956503315,0.133418029608046,0.223335280301796,0.742990877233143,0.469282956503315,0.142767021319766,0.142767021319766
"33","security_freedom_2","~~","security_freedom_2","",0.820026459272522,0.186389709313322,0.474206059691749,1.20898403723793,0.820026459272522,0.269343520938761,0.269343520938761
"34","security_freedom_3","~~","security_freedom_3","",0.756973180111652,0.143139590513315,0.491009024366039,1.05551634580729,0.756973180111652,0.218954407807507,0.218954407807507
"35","Nar_5correct","~~","Nar_5correct","",1.08886992233911,0.169566270205844,0.759847833850013,1.4336937305494,1.08886992233911,0.347473945677349,0.347473945677349
